A,B,CW,DQ,DR,DR51,DR52,DR53,TOTfreq
A2,B40,CW2,DQ7,DR4,NA,NA,DR53,7.02325e-5
A2,B40,CW2,DQ9,DR7,NA,NA,DR53,2.20731e-4
A2,B40,CW3,DQ4,DR8,NA,NA,DR53,6.01993e-5
A2,B40,CW5,DQ5,DR1,NA,NA,NA,1.10365e-4
A2,B40,CW5,DQ8,DR4,NA,NA,DR53,2.00664e-5
A2,B40,CW7,DQ7,DR11,NA,DR52,NA,6.01993e-5
A2,B40,CW7,DQ8,DR4,NA,NA,DR53,1.10365e-4
A2,B40,CW9,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B41,CW16,DQ6,DR15,DR51,NA,NA,6.01993e-5
A2,B41,CW17,DQ2,DR17,NA,DR52,NA,1.10365e-4
A2,B41,CW17,DQ2,DR4,NA,NA,DR53,2.5083e-4
A2,B41,CW17,DQ2,DR7,NA,NA,DR53,5.21727e-4
A2,B41,CW17,DQ4,DR4,NA,NA,DR53,1.80598e-4
A2,B41,CW17,DQ5,DR10,NA,NA,NA,6.01993e-5
A2,B41,CW17,DQ5,DR16,DR51,NA,NA,6.01993e-5
A2,B41,CW17,DQ7,DR11,NA,DR52,NA,6.01993e-5
A2,B41,CW17,DQ7,DR13,NA,DR52,NA,4.71561e-4
A2,B41,CW17,DQ9,DR7,NA,NA,DR53,7.02325e-5
A2,B41,CW4,DQ7,DR13,NA,DR52,NA,6.01993e-5
A2,B41,CW6,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B41,CW7,DQ2,DR4,NA,NA,DR53,6.01993e-5
A2,B41,CW7,DQ2,DR7,NA,NA,DR53,1.90631e-4
A2,B41,CW7,DQ7,DR13,NA,DR52,NA,1.90631e-4
A2,B44,CW12,DQ6,DR13,NA,DR52,NA,6.01993e-5
A2,B44,CW12,DQ7,DR4,NA,NA,DR53,6.01993e-5
A2,B44,CW14,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B44,CW14,DQ5,DR16,DR51,NA,NA,6.01993e-5
A2,B44,CW14,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B44,CW16,DQ2,DR7,NA,NA,DR53,0.003953085
A2,B44,CW16,DQ4,DR8,NA,NA,DR53,6.01993e-5
A2,B44,CW16,DQ5,DR10,NA,NA,NA,6.01993e-5
A2,B44,CW16,DQ5,DR14,NA,DR52,NA,6.01993e-5
A2,B44,CW16,DQ7,DR4,NA,NA,DR53,6.01993e-5
A2,B44,CW16,DQ7,DR7,NA,NA,DR53,1.30432e-4
A2,B44,CW16,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B44,CW16,DQ9,DR7,NA,NA,DR53,1.30432e-4
A2,B44,CW2,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B44,CW2,DQ5,DR1,NA,NA,NA,1.90631e-4
A2,B44,CW2,DQ5,DR16,DR51,NA,NA,5.71893e-4
A2,B44,CW2,DQ6,DR13,NA,DR52,NA,6.01993e-5
A2,B44,CW2,DQ9,DR9,NA,NA,DR53,6.01993e-5
A2,B44,CW4,DQ2,DR17,NA,DR52,NA,3.1103e-4
A2,B44,CW4,DQ2,DR7,NA,NA,DR53,0.001354483
A2,B44,CW4,DQ5,DR1,NA,NA,NA,8.02657e-5
A2,B44,CW4,DQ5,DR10,NA,NA,NA,6.01993e-5
A2,B44,CW4,DQ6,DR13,NA,DR52,NA,8.02657e-5
A2,B44,CW4,DQ7,DR12,NA,DR52,NA,6.01993e-5
A2,B44,CW5,DQ2,DR17,NA,DR52,NA,9.43122e-4
A2,B44,CW5,DQ2,DR7,NA,NA,DR53,9.43122e-4
A2,B44,CW5,DQ2,DR9,NA,NA,DR53,6.01993e-5
A2,B44,CW5,DQ4,DR8,NA,NA,DR53,0.001364517
A2,B44,CW5,DQ5,DR1,NA,NA,NA,0.004575144
A2,B44,CW5,DQ5,DR10,NA,NA,NA,1.70565e-4
A2,B44,CW5,DQ5,DR103,NA,NA,NA,1.60531e-4
A2,B44,CW5,DQ5,DR11,NA,DR52,NA,6.01993e-5
A2,B44,CW5,DQ5,DR14,NA,DR52,NA,9.73221e-4
A2,B44,CW5,DQ5,DR16,DR51,NA,NA,3.51162e-4
A2,B44,CW5,DQ6,DR13,NA,DR52,NA,0.005859395
A2,B44,CW5,DQ6,DR15,DR51,NA,NA,0.005738996
A2,B44,CW5,DQ7,DR103,NA,NA,NA,6.01993e-5
A2,B44,CW5,DQ7,DR11,NA,DR52,NA,0.003240727
A2,B44,CW5,DQ7,DR12,NA,DR52,NA,0.001926376
A2,B44,CW5,DQ7,DR13,NA,DR52,NA,2.00664e-4
A2,B44,CW5,DQ7,DR4,NA,NA,DR53,0.02469173
A2,B44,CW5,DQ8,DR11,NA,DR52,NA,6.01993e-5
A2,B44,CW5,DQ8,DR4,NA,NA,DR53,0.003290893
A2,B44,CW5,DQ9,DR7,NA,NA,DR53,1.90631e-4
A2,B44,CW5,DQ9,DR9,NA,NA,DR53,5.41793e-4
A2,B44,CW7,DQ2,DR7,NA,NA,DR53,2.5083e-4
A2,B44,CW7,DQ5,DR1,NA,NA,NA,5.11694e-4
A2,B44,CW7,DQ5,DR16,DR51,NA,NA,2.70897e-4
A2,B44,CW7,DQ6,DR13,NA,DR52,NA,1.30432e-4
A2,B44,CW7,DQ6,DR15,DR51,NA,NA,1.90631e-4
A2,B44,CW7,DQ7,DR11,NA,DR52,NA,0.00137455
A2,B44,CW7,DQ7,DR4,NA,NA,DR53,1.30432e-4
A2,B44,CW7,DQ8,DR11,NA,DR52,NA,6.01993e-5
A2,B44,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B45,CW16,DQ7,DR12,NA,DR52,NA,6.01993e-5
A2,B45,CW5,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B45,CW6,DQ2,DR7,NA,NA,DR53,9.02989e-5
A2,B45,CW6,DQ7,DR4,NA,NA,DR53,3.21063e-4
A2,B45,CW6,DQ9,DR9,NA,NA,DR53,3.00996e-5
A2,B47,CW6,DQ6,DR13,NA,DR52,NA,4.01328e-5
A2,B47,CW7,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B48,CW8,DQ7,DR11,NA,DR52,NA,2.5083e-4
A2,B48,CW8,DQ7,DR4,NA,NA,DR53,1.90631e-4
A2,B49,CW10,DQ4,DR8,NA,NA,DR53,6.01993e-5
A2,B49,CW12,DQ7,DR11,NA,DR52,NA,1.60531e-4
A2,B49,CW5,DQ7,DR13,NA,DR52,NA,6.01993e-5
A2,B49,CW7,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B49,CW7,DQ5,DR1,NA,NA,NA,2.5083e-4
A2,B49,CW7,DQ6,DR13,NA,DR52,NA,6.62192e-4
A2,B49,CW7,DQ6,DR15,DR51,NA,NA,2.70897e-4
A2,B49,CW7,DQ7,DR11,NA,DR52,NA,6.52159e-4
A2,B49,CW7,DQ7,DR4,NA,NA,DR53,1.20399e-4
A2,B49,CW7,DQ8,DR4,NA,NA,DR53,0.001003321
A2,B49,CW7,DQ9,DR9,NA,NA,DR53,6.01993e-5
A2,B50,CW12,DQ6,DR13,NA,DR52,NA,6.01993e-5
A2,B50,CW2,DQ5,DR14,NA,DR52,NA,6.01993e-5
A2,B50,CW6,DQ2,DR17,NA,DR52,NA,5.6186e-4
A2,B50,CW6,DQ2,DR7,NA,NA,DR53,0.003551756
A2,B50,CW6,DQ4,DR8,NA,NA,DR53,7.02325e-5
A2,B50,CW6,DQ6,DR13,NA,DR52,NA,2.40797e-4
A2,B50,CW6,DQ6,DR15,DR51,NA,NA,2.70897e-4
A2,B50,CW6,DQ7,DR11,NA,DR52,NA,3.1103e-4
A2,B50,CW6,DQ7,DR14,NA,DR52,NA,6.01993e-5
A2,B50,CW6,DQ7,DR4,NA,NA,DR53,1.20399e-4
A2,B50,CW6,DQ9,DR7,NA,NA,DR53,6.01993e-5
A2,B51,CW1,DQ2,DR17,NA,DR52,NA,1.20399e-4
A2,B51,CW1,DQ4,DR8,NA,NA,DR53,1.60531e-4
A2,B51,CW1,DQ5,DR1,NA,NA,NA,5.21727e-4
A2,B51,CW1,DQ6,DR13,NA,DR52,NA,2.00664e-4
A2,B51,CW1,DQ7,DR11,NA,DR52,NA,4.91627e-4
A2,B51,CW1,DQ7,DR4,NA,NA,DR53,1.00332e-4
A2,B51,CW1,DQ8,DR4,NA,NA,DR53,1.50498e-4
A2,B51,CW10,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B51,CW12,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B51,CW14,DQ2,DR17,NA,DR52,NA,1.10365e-4
A2,B51,CW14,DQ2,DR7,NA,NA,DR53,3.41129e-4
A2,B51,CW14,DQ4,DR8,NA,NA,DR53,0.001284251
A2,B51,CW14,DQ5,DR1,NA,NA,NA,4.81594e-4
A2,B51,CW14,DQ5,DR10,NA,NA,NA,1.50498e-4
A2,B51,CW14,DQ5,DR14,NA,DR52,NA,1.00332e-4
A2,B51,CW14,DQ5,DR16,DR51,NA,NA,2.5083e-4
A2,B51,CW14,DQ6,DR13,NA,DR52,NA,0.00112372
A2,B51,CW14,DQ7,DR11,NA,DR52,NA,0.001434749
A2,B51,CW14,DQ7,DR4,NA,NA,DR53,1.40465e-4
A2,B51,CW14,DQ7,DR8,NA,NA,DR53,3.41129e-4
A2,B51,CW14,DQ8,DR4,NA,NA,DR53,5.21727e-4
A2,B51,CW14,DQ9,DR7,NA,NA,DR53,1.50498e-4
A2,B51,CW14,DQ9,DR9,NA,NA,DR53,1.30432e-4
A2,B51,CW15,DQ2,DR17,NA,DR52,NA,4.01328e-5
A2,B51,CW15,DQ2,DR7,NA,NA,DR53,4.11362e-4
A2,B51,CW15,DQ5,DR1,NA,NA,NA,3.61196e-4
A2,B51,CW15,DQ5,DR103,NA,NA,NA,6.01993e-5
A2,B51,CW15,DQ5,DR16,DR51,NA,NA,6.01993e-5
A2,B51,CW15,DQ6,DR13,NA,DR52,NA,1.00332e-5
A2,B51,CW15,DQ6,DR15,DR51,NA,NA,0.001003321
A2,B51,CW15,DQ7,DR11,NA,DR52,NA,8.82923e-4
A2,B51,CW15,DQ7,DR12,NA,DR52,NA,9.02989e-5
A2,B51,CW15,DQ7,DR4,NA,NA,DR53,2.00664e-4
A2,B51,CW15,DQ8,DR4,NA,NA,DR53,0.00112372
A2,B51,CW15,DQ9,DR7,NA,NA,DR53,3.71229e-4
A2,B51,CW15,DQ9,DR9,NA,NA,DR53,6.82258e-4
A2,B51,CW16,DQ2,DR17,NA,DR52,NA,2.00664e-5
A2,B51,CW16,DQ2,DR7,NA,NA,DR53,1.30432e-4
A2,B51,CW16,DQ6,DR13,NA,DR52,NA,1.70565e-4
A2,B51,CW16,DQ6,DR15,DR51,NA,NA,7.02325e-5
A2,B51,CW16,DQ7,DR11,NA,DR52,NA,1.90631e-4
A2,B51,CW16,DQ7,DR4,NA,NA,DR53,6.01993e-5
A2,B51,CW16,DQ9,DR7,NA,NA,DR53,6.01993e-5
A2,B51,CW16,DQ9,DR9,NA,NA,DR53,1.30432e-4
A2,B51,CW2,DQ2,DR17,NA,DR52,NA,6.01993e-5
A2,B51,CW2,DQ2,DR7,NA,NA,DR53,7.02325e-5
A2,B51,CW2,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B51,CW2,DQ5,DR14,NA,DR52,NA,6.01993e-5
A2,B51,CW2,DQ6,DR13,NA,DR52,NA,4.21395e-4
A2,B51,CW2,DQ6,DR15,DR51,NA,NA,3.1103e-4
A2,B51,CW2,DQ7,DR11,NA,DR52,NA,0.001635413
A2,B51,CW2,DQ7,DR4,NA,NA,DR53,2.5083e-4
A2,B51,CW2,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B51,CW2,DQ9,DR9,NA,NA,DR53,6.01993e-5
A2,B51,CW4,DQ2,DR17,NA,DR52,NA,6.01993e-5
A2,B51,CW4,DQ5,DR1404,NA,NA,NA,1.30432e-4
A2,B51,CW4,DQ6,DR13,NA,DR52,NA,1.90631e-4
A2,B51,CW4,DQ6,DR15,DR51,NA,NA,6.01993e-5
A2,B51,CW4,DQ7,DR11,NA,DR52,NA,6.01993e-5
A2,B51,CW4,DQ7,DR4,NA,NA,DR53,6.01993e-5
A2,B51,CW5,DQ5,DR14,NA,DR52,NA,6.01993e-5
A2,B51,CW5,DQ6,DR13,NA,DR52,NA,1.30432e-4
A2,B51,CW5,DQ7,DR4,NA,NA,DR53,6.01993e-5
A2,B51,CW5,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B51,CW7,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B51,CW7,DQ6,DR13,NA,DR52,NA,5.11694e-4
A2,B51,CW7,DQ7,DR11,NA,DR52,NA,1.70565e-4
A2,B51,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B51,CW9,DQ4,DR8,NA,NA,DR53,6.01993e-5
A2,B52,CW12,DQ5,DR103,NA,NA,NA,6.01993e-5
A2,B52,CW12,DQ6,DR15,DR51,NA,NA,0.001775878
A2,B52,CW4,DQ6,DR15,DR51,NA,NA,6.01993e-5
A2,B53,CW16,DQ9,DR7,NA,NA,DR53,6.01993e-5
A2,B53,CW4,DQ5,DR1,NA,NA,NA,7.02325e-5
A2,B53,CW4,DQ6,DR13,NA,DR52,NA,1.10365e-4
A2,B55,CW1,DQ6,DR13,NA,DR52,NA,7.02325e-5
A2,B55,CW1,DQ7,DR11,NA,DR52,NA,6.01993e-5
A2,B55,CW10,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B55,CW9,DQ2,DR17,NA,DR52,NA,1.50498e-4
A2,B55,CW9,DQ2,DR7,NA,NA,DR53,1.60531e-4
A2,B55,CW9,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B55,CW9,DQ5,DR103,NA,NA,NA,6.01993e-5
A2,B55,CW9,DQ5,DR14,NA,DR52,NA,8.52823e-4
A2,B55,CW9,DQ5,DR16,DR51,NA,NA,1.70565e-4
A2,B55,CW9,DQ6,DR13,NA,DR52,NA,1.40465e-4
A2,B55,CW9,DQ7,DR11,NA,DR52,NA,2.60864e-4
A2,B55,CW9,DQ8,DR4,NA,NA,DR53,2.60864e-4
A2,B56,CW1,DQ2,DR17,NA,DR52,NA,1.00332e-4
A2,B56,CW1,DQ2,DR7,NA,NA,DR53,1.20399e-4
A2,B56,CW1,DQ4,DR8,NA,NA,DR53,1.30432e-4
A2,B56,CW1,DQ5,DR1,NA,NA,NA,8.82923e-4
A2,B56,CW1,DQ6,DR13,NA,DR52,NA,1.80598e-4
A2,B56,CW1,DQ6,DR15,DR51,NA,NA,8.02657e-5
A2,B56,CW1,DQ7,DR11,NA,DR52,NA,7.02325e-5
A2,B56,CW1,DQ7,DR4,NA,NA,DR53,9.02989e-5
A2,B56,CW1,DQ8,DR4,NA,NA,DR53,2.60864e-4
A2,B57,CW4,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B57,CW4,DQ5,DR10,NA,NA,NA,2.00664e-5
A2,B57,CW4,DQ9,DR7,NA,NA,DR53,2.00664e-5
A2,B57,CW6,DQ2,DR17,NA,DR52,NA,2.30764e-4
A2,B57,CW6,DQ2,DR7,NA,NA,DR53,1.20399e-4
A2,B57,CW6,DQ4,DR8,NA,NA,DR53,2.10697e-4
A2,B57,CW6,DQ5,DR1,NA,NA,NA,2.00664e-4
A2,B57,CW6,DQ5,DR16,DR51,NA,NA,1.10365e-4
A2,B57,CW6,DQ6,DR13,NA,DR52,NA,3.81262e-4
A2,B57,CW6,DQ6,DR15,DR51,NA,NA,7.32424e-4
A2,B57,CW6,DQ7,DR11,NA,DR52,NA,2.5083e-4
A2,B57,CW6,DQ7,DR12,NA,DR52,NA,6.01993e-5
A2,B57,CW6,DQ7,DR13,NA,DR52,NA,2.20731e-4
A2,B57,CW6,DQ7,DR4,NA,NA,DR53,1.20399e-4
A2,B57,CW6,DQ7,DR7,NA,NA,DR53,6.01993e-5
A2,B57,CW6,DQ8,DR4,NA,NA,DR53,7.02325e-5
A2,B57,CW6,DQ9,DR7,NA,NA,DR53,0.008457996
A2,B57,CW7,DQ6,DR15,DR51,NA,NA,6.01993e-5
A2,B57,CW7,DQ9,DR7,NA,NA,DR53,7.02325e-5
A2,B58,CW10,DQ2,DR17,NA,DR52,NA,6.01993e-5
A2,B58,CW10,DQ6,DR13,NA,DR52,NA,3.1103e-4
A2,B58,CW7,DQ2,DR17,NA,DR52,NA,6.01993e-5
A2,B58,CW7,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B58,CW7,DQ4,DR8,NA,NA,DR53,2.00664e-4
A2,B58,CW7,DQ5,DR16,DR51,NA,NA,6.01993e-5
A2,B58,CW7,DQ6,DR13,NA,DR52,NA,6.42125e-4
A2,B58,CW7,DQ6,DR15,DR51,NA,NA,6.01993e-5
A2,B58,CW7,DQ7,DR11,NA,DR52,NA,1.30432e-4
A2,B58,CW7,DQ7,DR13,NA,DR52,NA,1.20399e-4
A2,B58,CW7,DQ7,DR17,NA,DR52,NA,6.01993e-5
A2,B58,CW7,DQ8,DR4,NA,NA,DR53,1.20399e-4
A2,B62,CW9,DQ8,DR4,NA,NA,DR53,7.02325e-5
A2,B63,CW14,DQ2,DR7,NA,NA,DR53,6.01993e-5
A2,B63,CW14,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B63,CW14,DQ7,DR13,NA,DR52,NA,6.01993e-5
A2,B63,CW7,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B63,CW7,DQ5,DR13,NA,DR52,NA,9.02989e-5
A2,B63,CW7,DQ6,DR13,NA,DR52,NA,4.31428e-4
A2,B63,CW7,DQ6,DR15,DR51,NA,NA,6.01993e-5
A2,B63,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B64,CW8,DQ2,DR17,NA,DR52,NA,6.01993e-5
A2,B64,CW8,DQ2,DR7,NA,NA,DR53,0.001986576
A2,B64,CW8,DQ5,DR1,NA,NA,NA,7.02325e-5
A2,B64,CW8,DQ9,DR7,NA,NA,DR53,4.01328e-5
A2,B65,CW15,DQ5,DR1,NA,NA,NA,2.00664e-5
A2,B65,CW15,DQ5,DR14,NA,DR52,NA,2.00664e-5
A2,B65,CW8,DQ2,DR17,NA,DR52,NA,1.30432e-4
A2,B65,CW8,DQ2,DR7,NA,NA,DR53,2.40797e-4
A2,B65,CW8,DQ5,DR1,NA,NA,NA,0.002197273
A2,B65,CW8,DQ6,DR13,NA,DR52,NA,7.22391e-4
A2,B65,CW8,DQ7,DR12,NA,DR52,NA,6.01993e-5
A2,B67,CW12,DQ5,DR1,NA,NA,NA,6.01993e-5
A2,B7,CW12,DQ5,DR14,NA,DR52,NA,6.01993e-5
A2,B7,CW12,DQ7,DR12,NA,DR52,NA,6.01993e-5
A2,B7,CW12,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2,B7,CW15,DQ5,DR14,NA,DR52,NA,6.01993e-5
A2,B7,CW15,DQ8,DR4,NA,NA,DR53,1.00332e-4
A2,B7,CW2,DQ6,DR15,DR51,NA,NA,1.30432e-4
A2,B7,CW5,DQ5,DR1,NA,NA,NA,1.30432e-4
A2,B7,CW7,DQ2,DR17,NA,DR52,NA,0.001163852
A2,B7,CW7,DQ2,DR7,NA,NA,DR53,0.001976542
A2,B7,CW7,DQ4,DR8,NA,NA,DR53,0.001133753
A2,B7,CW7,DQ5,DR1,NA,NA,NA,0.00243807
A2,B7,CW7,DQ5,DR103,NA,NA,NA,4.11362e-4
A2,B7,CW7,DQ5,DR14,NA,DR52,NA,0.001294284
A2,B7,CW7,DQ5,DR16,DR51,NA,NA,2.00664e-4
A2,B7,CW7,DQ6,DR13,NA,DR52,NA,0.002297605
A2,B7,CW7,DQ6,DR15,DR51,NA,NA,0.023758641
A2,B7,CW7,DQ7,DR11,NA,DR52,NA,5.3176e-4
A2,B7,CW7,DQ7,DR12,NA,DR52,NA,4.61528e-4
A2,B7,CW7,DQ7,DR13,NA,DR52,NA,7.02325e-5
A2,B7,CW7,DQ7,DR4,NA,NA,DR53,7.22391e-4
A2,B7,CW7,DQ8,DR4,NA,NA,DR53,0.002739066
A2,B7,CW7,DQ9,DR7,NA,NA,DR53,4.01328e-4
A2,B7,CW7,DQ9,DR9,NA,NA,DR53,5.51827e-4
A2,B71,CW7,DQ2,DR17,NA,DR52,NA,6.01993e-5
A2,B71,CW7,DQ6,DR13,NA,DR52,NA,2.8093e-4
A2,B71,CW7,DQ8,DR4,NA,NA,DR53,1.20399e-4
A2,B76,CW9,DQ7,DR11,NA,DR52,NA,6.01993e-5
A2,B8,CW7,DQ2,DR17,NA,DR52,NA,0.010013144
A2,B8,CW7,DQ4,DR8,NA,NA,DR53,1.90631e-4
A2,B8,CW7,DQ5,DR1,NA,NA,NA,1.00332e-4
A2,B8,CW7,DQ6,DR15,DR51,NA,NA,3.91295e-4
A2,B8,CW7,DQ7,DR4,NA,NA,DR53,1.80598e-4
A2,B8,CW7,DQ8,DR4,NA,NA,DR53,1.20399e-4
A2,B8,CW7,DQ9,DR7,NA,NA,DR53,1.60531e-4
A23,B15,CW10,DQ8,DR4,NA,NA,DR53,6.01993e-5
A23,B15,CW2,DQ2,DR7,NA,NA,DR53,6.01993e-5
A23,B15,CW4,DQ7,DR11,NA,DR52,NA,6.01993e-5
A23,B15,CW9,DQ4,DR8,NA,NA,DR53,6.01993e-5
A23,B15,CW9,DQ7,DR4,NA,NA,DR53,6.01993e-5
A23,B18,CW12,DQ8,DR4,NA,NA,DR53,6.01993e-5
A23,B18,CW7,DQ7,DR11,NA,DR52,NA,7.02325e-5
A23,B27,CW1,DQ5,DR14,NA,DR52,NA,6.01993e-5
A23,B27,CW5,DQ7,DR11,NA,DR52,NA,6.01993e-5
A23,B35,CW12,DQ4,DR4,NA,NA,DR53,6.01993e-5
A23,B35,CW12,DQ8,DR4,NA,NA,DR53,6.01993e-5
A23,B35,CW4,DQ5,DR10,NA,NA,NA,6.01993e-5
A23,B35,CW4,DQ5,DR14,NA,DR52,NA,6.01993e-5
A23,B35,CW4,DQ6,DR1,NA,NA,NA,6.01993e-5
A23,B35,CW4,DQ6,DR13,NA,DR52,NA,1.20399e-4
A23,B35,CW4,DQ7,DR11,NA,DR52,NA,1.20399e-4
A23,B35,CW4,DQ8,DR4,NA,NA,DR53,5.0166e-5
A23,B38,CW12,DQ6,DR13,NA,DR52,NA,1.20399e-4
A23,B39,CW12,DQ5,DR16,DR51,NA,NA,6.01993e-5
A23,B39,CW12,DQ6,DR15,DR51,NA,NA,6.01993e-5
A23,B39,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A23,B40,CW10,DQ6,DR13,NA,DR52,NA,6.01993e-5
A23,B40,CW10,DQ7,DR11,NA,DR52,NA,6.01993e-5
A23,B40,CW2,DQ5,DR16,DR51,NA,NA,6.01993e-5
A23,B41,CW17,DQ2,DR7,NA,NA,DR53,6.01993e-5
A23,B41,CW17,DQ7,DR11,NA,DR52,NA,3.21063e-4
A23,B41,CW17,DQ7,DR13,NA,DR52,NA,6.01993e-5
A23,B41,CW7,DQ7,DR13,NA,DR52,NA,6.01993e-5
A23,B44,CW12,DQ4,DR8,NA,NA,DR53,6.01993e-5
A23,B44,CW16,DQ2,DR7,NA,NA,DR53,7.02325e-5
A23,B44,CW16,DQ7,DR4,NA,NA,DR53,6.01993e-5
A23,B44,CW2,DQ5,DR1,NA,NA,NA,6.01993e-5
A23,B44,CW4,DQ2,DR17,NA,DR52,NA,9.02989e-5
A23,B44,CW4,DQ2,DR7,NA,NA,DR53,0.006912882
A23,B44,CW4,DQ4,DR8,NA,NA,DR53,1.20399e-4
A23,B44,CW4,DQ5,DR1,NA,NA,NA,1.00332e-4
A23,B44,CW4,DQ5,DR10,NA,NA,NA,5.0166e-5
A23,B44,CW4,DQ6,DR15,DR51,NA,NA,1.30432e-4
A23,B44,CW4,DQ7,DR11,NA,DR52,NA,5.6186e-4
A23,B44,CW4,DQ7,DR4,NA,NA,DR53,6.01993e-5
A23,B44,CW4,DQ8,DR4,NA,NA,DR53,2.60864e-4
A23,B44,CW5,DQ2,DR17,NA,DR52,NA,7.02325e-5
A23,B44,CW5,DQ6,DR15,DR51,NA,NA,4.01328e-5
A23,B44,CW5,DQ8,DR4,NA,NA,DR53,6.01993e-5
A23,B44,CW7,DQ7,DR11,NA,DR52,NA,6.01993e-5
A23,B45,CW16,DQ5,DR11,NA,DR52,NA,6.01993e-5
A23,B45,CW6,DQ2,DR7,NA,NA,DR53,6.01993e-5
A23,B49,CW7,DQ2,DR17,NA,DR52,NA,2.00664e-4
A23,B49,CW7,DQ2,DR7,NA,NA,DR53,3.21063e-4
A23,B49,CW7,DQ5,DR1,NA,NA,NA,2.70897e-4
A23,B49,CW7,DQ6,DR15,DR51,NA,NA,5.51827e-4
A23,B49,CW7,DQ7,DR11,NA,DR52,NA,0.001966509
A23,B49,CW7,DQ7,DR12,NA,DR52,NA,6.01993e-5
A23,B49,CW7,DQ7,DR4,NA,NA,DR53,6.01993e-5
A23,B49,CW7,DQ8,DR4,NA,NA,DR53,2.5083e-4
A23,B50,CW4,DQ7,DR4,NA,NA,DR53,6.01993e-5
A23,B50,CW6,DQ2,DR17,NA,DR52,NA,3.1103e-4
A23,B50,CW6,DQ7,DR11,NA,DR52,NA,6.01993e-5
A23,B50,CW6,DQ7,DR12,NA,DR52,NA,6.01993e-5
A23,B52,CW12,DQ6,DR15,DR51,NA,NA,6.01993e-5
A23,B53,CW4,DQ6,DR13,NA,DR52,NA,6.01993e-5
A23,B53,CW4,DQ6,DR8,NA,NA,DR53,2.00664e-5
A23,B53,CW4,DQ7,DR11,NA,DR52,NA,2.00664e-5
A23,B55,CW9,DQ5,DR14,NA,DR52,NA,6.01993e-5
A23,B56,CW1,DQ5,DR1,NA,NA,NA,7.02325e-5
A23,B57,CW7,DQ6,DR8,NA,NA,DR53,2.00664e-5
A23,B57,CW7,DQ7,DR11,NA,DR52,NA,2.00664e-5
A23,B58,CW10,DQ6,DR13,NA,DR52,NA,6.01993e-5
A23,B63,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A23,B65,CW8,DQ2,DR17,NA,DR52,NA,1.30432e-4
A23,B65,CW8,DQ5,DR1,NA,NA,NA,1.30432e-4
A23,B65,CW8,DQ9,DR7,NA,NA,DR53,6.01993e-5
A23,B7,CW12,DQ5,DR15,DR51,NA,NA,6.01993e-5
A23,B7,CW7,DQ6,DR15,DR51,NA,NA,3.91295e-4
A23,B7,CW7,DQ7,DR12,NA,DR52,NA,6.01993e-5
A23,B71,CW16,DQ7,DR11,NA,DR52,NA,6.01993e-5
A23,B8,CW7,DQ2,DR17,NA,DR52,NA,2.5083e-4
A24,B13,CW10,DQ5,DR1,NA,NA,NA,6.01993e-5
A24,B13,CW6,DQ2,DR7,NA,NA,DR53,0.001675546
A24,B13,CW6,DQ5,DR10,NA,NA,NA,6.01993e-5
A24,B13,CW6,DQ6,DR13,NA,DR52,NA,7.02325e-5
A24,B13,CW6,DQ7,DR11,NA,DR52,NA,1.20399e-4
A24,B13,CW6,DQ7,DR12,NA,DR52,NA,6.01993e-5
A24,B15,CW1,DQ6,DR15,DR51,NA,NA,2.00664e-5
A24,B15,CW1,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B15,CW1,DQ9,DR9,NA,NA,DR53,3.00996e-4
A24,B15,CW10,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B15,CW10,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B15,CW10,DQ8,DR4,NA,NA,DR53,5.41793e-4
A24,B15,CW2,DQ2,DR17,NA,DR52,NA,1.30432e-4
